X,Y,Z
8.6351,-21.8086,0.7588
7.7399,-22.1953,0.9565
7.833,-22.1554,0.9412
8.1114,-22.0357,0.8926
8.4729,-21.8756,0.8075
8.5625,-21.8346,0.7798
8.7386,-21.7535,0.7234
8.9116,-21.6715,0.6564
9.0804,-21.5897,0.5828
9.1649,-21.5483,0.5434
8.9492,-21.6348,0.6388
9.0344,-21.5936,0.6021
7.9123,-22.0719,0.9237
8.0046,-22.0322,0.9074
8.1884,-21.9524,0.8715
8.28,-21.9121,0.8512
9.2329,-21.4649,0.5012
8.7353,-21.6816,0.7145
8.8231,-21.6405,0.6827
8.909,-21.5996,0.6475
9.0783,-21.5177,0.5731
9.1618,-21.4766,0.5329
8.5679,-21.7298,0.7662
9.2553,-21.4013,0.4803
8.3989,-21.7714,0.8092
8.6662,-21.6503,0.7287
8.7536,-21.6098,0.698
8.8414,-21.5687,0.665
8.9273,-21.5278,0.6298
9.0117,-21.4873,0.5934
9.0967,-21.4458,0.5533
9.1803,-21.4048,0.5126
7.8561,-21.9679,0.9198
9.2631,-21.3249,0.4625
8.0517,-21.8534,0.8816
8.5924,-21.6147,0.7423
8.6817,-21.5739,0.7127
8.7689,-21.5334,0.6807
8.8568,-21.4924,0.6475
8.9427,-21.4515,0.6111
9.0271,-21.4111,0.5741
9.1098,-21.3708,0.5345
9.1935,-21.3298,0.4932
7.9732,-21.859,0.8922
8.4296,-21.6598,0.7873
9.288,-21.2542,0.4379
7.8895,-21.8584,0.9022
8.2558,-21.7003,0.8277
8.6129,-21.5402,0.7262
8.6993,-21.4998,0.6937
8.7867,-21.4595,0.6634
8.872,-21.4192,0.6289
8.9578,-21.3781,0.592
9.0422,-21.3375,0.5543
9.1248,-21.2969,0.5136
9.2084,-21.2555,0.4707
8.0926,-21.7273,0.8576
8.1841,-21.6878,0.8386
8.4543,-21.5681,0.7667
8.5432,-21.5283,0.7413
8.6317,-21.4876,0.7104
8.7186,-21.4475,0.6795
8.8056,-21.4066,0.6452
8.8913,-21.3666,0.6126
8.9774,-21.3256,0.5755
9.0617,-21.2846,0.5358
9.1445,-21.244,0.4945
9.2284,-21.2026,0.452
9.3108,-21.1615,0.4075
8.3943,-21.5575,0.7784
8.4829,-21.518,0.7532
8.6602,-21.4375,0.6948
8.747,-21.3974,0.6631
8.8342,-21.3566,0.6285
8.9197,-21.3162,0.5931
9.0035,-21.2762,0.5556
9.088,-21.2352,0.5154
9.1711,-21.1948,0.4751
9.2525,-21.1542,0.4308
9.3352,-21.1134,0.3876
9.4165,-21.0725,0.3418
8.5959,-21.4257,0.7077
8.6848,-21.3852,0.6774
8.7715,-21.3449,0.6439
8.8591,-21.3043,0.6105
8.9446,-21.2637,0.5738
9.0285,-21.2234,0.535
9.1131,-21.1824,0.494
9.1962,-21.1414,0.4504
9.2781,-21.1011,0.4081
9.361,-21.06,0.3633
9.4426,-21.019,0.3169
7.9786,-21.6397,0.8583
8.5208,-21.4028,0.7215
8.6097,-21.3628,0.6934
8.6961,-21.3229,0.661
8.7832,-21.2827,0.6288
8.8684,-21.2427,0.5942
8.9541,-21.2021,0.5571
9.0381,-21.1616,0.5174
9.1205,-21.1214,0.4768
9.2039,-21.0805,0.4338
9.2858,-21.0398,0.3898
9.3689,-20.9986,0.345
9.4506,-20.9575,0.2985
8.1865,-21.5018,0.8063
8.2777,-21.4623,0.7842
8.3686,-21.4225,0.7598
8.5455,-21.3434,0.7041
8.6343,-21.3032,0.6739
8.721,-21.2635,0.6418
8.8082,-21.2231,0.6078
8.8936,-21.1832,0.5727
8.9794,-21.1423,0.5337
9.0636,-21.1018,0.4936
9.1464,-21.0616,0.4522
9.2276,-21.0217,0.4095
9.3099,-20.9813,0.3663
9.3908,-20.9411,0.3217
9.4703,-20.9012,0.2758
8.0335,-21.5193,0.8308
8.1251,-21.4803,0.8106
8.2169,-21.4412,0.7909
8.3079,-21.4016,0.7671
8.6624,-21.2433,0.6547
8.7491,-21.2033,0.6208
9.0053,-21.0825,0.5095
9.0898,-21.0419,0.4687
9.1728,-21.0015,0.4267
9.2542,-20.9615,0.3835
9.3368,-20.9209,0.3398
9.4179,-20.8804,0.2936
9.4977,-20.8403,0.247
8.4458,-21.2907,0.7165
8.5342,-21.2512,0.6876
8.6229,-21.2111,0.6572
8.7965,-21.1315,0.5915
8.8814,-21.0915,0.5547
9.0508,-21.0105,0.4755
9.3788,-20.8496,0.3022
8.3465,-21.3037,0.7379
9.2091,-20.905,0.3879
9.4536,-20.7842,0.2523
9.6165,-20.7029,0.158
8.4427,-21.2322,0.7042
8.5306,-21.1932,0.6757
8.6184,-21.1538,0.6448
8.7065,-21.1138,0.6121
8.7925,-21.0742,0.5771
8.8791,-21.0341,0.5409
8.9636,-20.9942,0.5018
9.0466,-20.9546,0.4618
9.1303,-20.9144,0.4202
9.2934,-20.8351,0.3342
9.537,-20.7144,0.1957
9.6987,-20.6341,0.1026
9.2213,-20.8373,0.3649
9.7866,-20.5577,0.0427
8.4561,-21.1692,0.6877
8.5453,-21.1298,0.6573
8.6325,-21.091,0.6266
8.7198,-21.0516,0.5935
8.8073,-21.0117,0.5579
8.8928,-20.9721,0.5207
8.9763,-20.9327,0.4813
9.0608,-20.893,0.4413
9.1434,-20.8533,0.3989
9.3092,-20.7734,0.3121
9.3898,-20.7338,0.2664
9.552,-20.654,0.1736
9.714,-20.5741,0.0806
9.8758,-20.4944,-0.0124
9.9572,-20.454,-0.0603
10.0568,-20.4122,-0.115
10.1337,-20.3834,-0.1566
10.2113,-20.3539,-0.1993
10.2995,-20.3406,-0.2406
9.795,-20.6208,0.057
9.8768,-20.5822,0.0102
9.9598,-20.5432,-0.0365
10.0414,-20.5046,-0.0839
10.2031,-20.4283,-0.1761
10.3698,-20.3506,-0.2669
9.1821,-20.9462,0.4097
9.4312,-20.8309,0.2752
9.5943,-20.7544,0.1828
9.6752,-20.7164,0.1367
9.7572,-20.6779,0.0899
10.0302,-20.5977,-0.054
10.1922,-20.5218,-0.1474
10.2738,-20.4837,-0.1935
10.438,-20.4077,-0.2843
9.5694,-20.8733,0.226
9.6513,-20.8353,0.1793
9.8137,-20.7597,0.0857
9.8942,-20.7223,0.0394
10.1404,-20.6078,-0.1021
10.3873,-20.4932,-0.2426
10.4713,-20.4546,-0.2888
9.5241,-20.9725,0.2717
9.6069,-20.9344,0.2242
9.6883,-20.8967,0.1768
9.7711,-20.8587,0.1299
9.8526,-20.821,0.0827
10.0166,-20.745,-0.0134
10.0993,-20.707,-0.0601
10.1806,-20.6694,-0.1074
10.2631,-20.631,-0.1562
10.3444,-20.5937,-0.2022
10.4268,-20.5561,-0.248
10.5105,-20.518,-0.2939
9.4849,-21.0658,0.3112
9.5663,-21.029,0.2647
9.6486,-20.9915,0.2169
9.7301,-20.9548,0.1714
9.8125,-20.9174,0.1242
9.8936,-20.8804,0.0768
9.976,-20.8429,0.0291
10.057,-20.8058,-0.0187
10.1392,-20.7681,-0.0674
10.2203,-20.7314,-0.1137
10.3025,-20.6941,-0.1609
10.3834,-20.6573,-0.2074
10.5488,-20.583,-0.2989
9.5267,-21.11,0.3027
9.6076,-21.0736,0.2557
9.6898,-21.0369,0.2086
9.7707,-21.0005,0.1619
10.0961,-20.8541,-0.0278
10.178,-20.8171,-0.0761
10.2586,-20.7807,-0.1236
10.3405,-20.744,-0.1706
10.4237,-20.7071,-0.2166
10.5055,-20.6707,-0.2627
10.5884,-20.6338,-0.3092
9.3976,-21.2201,0.3845
9.4809,-21.1836,0.339
9.8101,-21.0378,0.1513
9.8917,-21.0015,0.1042
9.9744,-20.9646,0.0559
10.056,-20.9282,0.0084
10.1362,-20.8922,-0.0395
10.3003,-20.8186,-0.1372
10.4646,-20.7462,-0.2293
10.5459,-20.7101,-0.2759
10.6718,-20.6976,-0.3406
9.4859,-21.2375,0.3475
9.7334,-21.1309,0.2071
9.8165,-21.095,0.1596
9.8985,-21.0595,0.1121
10.0634,-20.9877,0.0153
10.144,-20.9524,-0.0328
10.226,-20.9169,-0.08
10.3886,-20.8461,-0.1753
10.4719,-20.8103,-0.2223
10.5538,-20.775,-0.2692
10.637,-20.739,-0.3168
9.4489,-21.2686,0.3711
9.6137,-21.1993,0.2793
10.3521,-20.8847,-0.1497
9.4022,-21.3284,0.4048
9.8176,-21.1568,0.1724
9.9016,-21.122,0.1248
9.9842,-21.0873,0.0762
10.0658,-21.053,0.0282
10.1485,-21.0182,-0.0208
10.3131,-20.9491,-0.1179
10.3949,-20.915,-0.1647
10.478,-20.8805,-0.2121
10.5598,-20.8465,-0.2587
9.5146,-21.3288,0.3524
9.5976,-21.295,0.3058
9.6817,-21.2608,0.2587
9.7642,-21.2266,0.2101
10.5902,-20.8865,-0.2698
10.6722,-20.8527,-0.3176
10.7554,-20.8187,-0.365
9.3895,-21.4249,0.4274
9.4745,-21.3914,0.3822
9.8097,-21.2571,0.1952
9.8924,-21.2233,0.1461
9.9742,-21.1899,0.0979
10.0573,-21.1562,0.0499
10.1391,-21.1227,0.0011
10.2224,-21.0889,-0.0472
10.3877,-21.0214,-0.1449
10.47,-20.9881,-0.1922
10.5536,-20.9543,-0.2399
10.6359,-20.9205,-0.2893
10.717,-20.8873,-0.3376
10.7995,-20.8542,-0.3841
9.4311,-21.4665,0.4153
9.515,-21.4336,0.3701
9.5995,-21.4001,0.3233
10.0151,-21.2336,0.0853
10.0972,-21.2005,0.0373
10.2624,-21.1333,-0.0612
10.3458,-21.0996,-0.1104
10.512,-21.0329,-0.2062
10.5946,-20.9994,-0.2551
10.676,-20.9663,-0.3037
10.7586,-20.9325,-0.3539
10.1201,-21.2456,0.031
10.2022,-21.2127,-0.0175
9.4642,-21.5597,0.4144
9.6325,-21.4949,0.3223
9.7157,-21.4625,0.2754
9.7999,-21.4298,0.228
9.8829,-21.3972,0.1802
9.9647,-21.3649,0.1318
10.0475,-21.3321,0.0827
10.2127,-21.2668,-0.0149
10.295,-21.2344,-0.0625
10.3785,-21.2015,-0.1114
10.4609,-21.169,-0.1599
10.6272,-21.1029,-0.2595
10.7088,-21.0704,-0.3085
9.4758,-21.6181,0.4185
9.5603,-21.586,0.3717
9.8109,-21.4902,0.2312
9.8945,-21.4577,0.1819
9.9775,-21.4257,0.134
10.0593,-21.3938,0.0857
10.1421,-21.3614,0.0359
10.2242,-21.3296,-0.012
10.3075,-21.2972,-0.0608
10.3898,-21.2653,-0.1091
10.5558,-21.2006,-0.2075
10.6373,-21.1686,-0.2564
10.72,-21.136,-0.3074
10.8017,-21.1039,-0.3567
9.4951,-21.6844,0.4185
9.5786,-21.6532,0.3728
9.6626,-21.6214,0.3254
9.7458,-21.5901,0.279
9.8297,-21.5584,0.2315
9.9121,-21.5266,0.1824
9.9957,-21.4944,0.1326
10.0784,-21.4626,0.0839
10.1602,-21.4311,0.0352
10.3255,-21.3678,-0.0615
10.4088,-21.3358,-0.1105
10.4912,-21.3041,-0.1593
10.5725,-21.2725,-0.2091
10.6551,-21.2405,-0.259
10.7367,-21.2087,-0.309
9.6116,-21.7206,0.3651
9.7786,-21.658,0.2707
9.8612,-21.6267,0.2227
9.9448,-21.595,0.1738
10.027,-21.5631,0.1228
10.1941,-21.4998,0.0257
10.276,-21.4685,-0.0234
10.3592,-21.4366,-0.0732
10.4416,-21.4052,-0.1218
10.523,-21.374,-0.1708
10.6057,-21.3423,-0.2206
10.6872,-21.3106,-0.2714
10.7702,-21.2785,-0.3226
9.6499,-21.7818,0.353
9.734,-21.7507,0.3054
9.817,-21.7199,0.2579
9.9008,-21.6885,0.209
10.148,-21.595,0.0604
10.2302,-21.5641,0.0116
10.3136,-21.5327,-0.0378
10.4776,-21.4708,-0.1357
10.5604,-21.4395,-0.1854
10.6422,-21.4084,-0.2356
10.8053,-21.3459,-0.3369
9.6097,-21.8672,0.3819
9.6948,-21.8365,0.3357
9.7782,-21.8058,0.2881
9.8623,-21.7746,0.2391
9.9453,-21.7436,0.19
10.1104,-21.6816,0.0908
10.1926,-21.6506,0.0406
10.2761,-21.6192,-0.0094
10.3589,-21.5883,-0.0586
10.4409,-21.5577,-0.1072
10.5239,-21.5263,-0.1577
10.606,-21.4952,-0.2084
10.6873,-21.4643,-0.2587
10.7699,-21.433,-0.3095
10.8518,-21.4021,-0.3595
9.6488,-21.9127,0.3666
9.7333,-21.8824,0.3203
9.8162,-21.8521,0.2729
9.8997,-21.8213,0.2241
9.982,-21.7907,0.1744
10.1459,-21.7295,0.0752
10.2276,-21.699,0.026
10.3105,-21.6681,-0.0243
10.476,-21.6065,-0.1237
10.5583,-21.5753,-0.1754
10.7229,-21.5136,-0.276
10.8885,-21.4514,-0.3779
10.4238,-21.675,-0.0888
10.5067,-21.6444,-0.1393
10.672,-21.5832,-0.2416
10.8362,-21.5224,-0.3426
9.7035,-21.9837,0.3457
9.7864,-21.9542,0.2974
9.8705,-21.9245,0.2494
9.9532,-21.8949,0.2006
10.0366,-21.8648,0.1502
10.2854,-21.7745,-0.0016
10.3674,-21.7447,-0.0518
10.6148,-21.655,-0.2025
10.6975,-21.6247,-0.2542
10.8631,-21.5645,-0.3556
10.4791,-21.7497,-0.1176
10.5611,-21.7203,-0.1682
9.7758,-22.0305,0.3098
9.8584,-22.0019,0.261
9.9421,-21.9731,0.2119
10.2733,-21.8572,0.011
10.3557,-21.8281,-0.0401
10.4397,-21.7988,-0.0906
10.6879,-21.711,-0.2447
10.7705,-21.6819,-0.2957
10.8522,-21.653,-0.3463
10.9354,-21.6239,-0.397
11.0176,-21.5948,-0.448
9.9787,-22.0022,0.1941
10.061,-21.9741,0.1447
10.1441,-21.9455,0.0942
10.8892,-21.6873,-0.3667
11.0542,-21.6301,-0.4687
9.8454,-22.0884,0.2754
9.9299,-22.0602,0.2258
10.0972,-22.0037,0.1257
10.18,-21.9754,0.0742
10.2618,-21.9471,0.0228
10.4273,-21.8907,-0.0789
10.5107,-21.8621,-0.1306
10.5933,-21.8338,-0.1818
10.7581,-21.7771,-0.2848
10.8405,-21.7491,-0.335
11.0068,-21.6922,-0.4379
10.0486,-22.0495,0.1571
9.9106,-22.1275,0.2413
9.995,-22.1003,0.1913
10.1621,-22.046,0.0899
10.2449,-22.0188,0.0384
10.3263,-21.9915,-0.014
10.4096,-21.9644,-0.0648
10.4919,-21.9375,-0.1151
10.5751,-21.91,-0.1673
10.6577,-21.8829,-0.2183
10.7391,-21.8557,-0.2704
10.9042,-21.8018,-0.3717
10.9875,-21.7742,-0.424
11.1514,-21.72,-0.5271
10.1056,-22.1051,0.1272
10.0494,-22.1675,0.1637
10.2154,-22.115,0.0606
10.3813,-22.0621,-0.0436
10.7128,-21.9568,-0.251
10.7963,-21.9305,-0.3024
10.8786,-21.9041,-0.3548
10.9624,-21.8775,-0.4071
9.9936,-22.2336,0.1994
10.3251,-22.1302,-0.0072
10.4909,-22.0784,-0.1112
10.5745,-22.0523,-0.1634
10.6573,-22.0263,-0.2155
10.7413,-22.0002,-0.2677
10.9902,-21.9221,-0.4244
11.0728,-21.8961,-0.477
11.1547,-21.8704,-0.5285
10.1812,-22.2357,0.0868
10.2638,-22.2099,0.0341
10.3455,-22.1843,-0.0184
10.5109,-22.1333,-0.1219
10.7602,-22.0562,-0.2789
10.8428,-22.0303,-0.3318
11.01,-21.9786,-0.4372
11.0924,-21.953,-0.4895
11.1761,-21.927,-0.5423
10.0321,-22.3334,0.1793
10.1154,-22.3084,0.1284
10.4459,-22.2072,-0.0817
10.613,-22.1565,-0.1865
10.6951,-22.1313,-0.2389
10.9429,-22.0558,-0.3953
11.1079,-22.0053,-0.5001
11.1913,-21.9798,-0.553
10.1307,-22.3644,0.1206
10.214,-22.3393,0.0679
10.2963,-22.3145,0.0156
10.4616,-22.2642,-0.0908
10.5449,-22.239,-0.1441
10.6276,-22.214,-0.1967
10.875,-22.1397,-0.3527
10.9584,-22.1145,-0.4055
11.0409,-22.0895,-0.4586
11.1227,-22.0648,-0.5106
11.2057,-22.0395,-0.5641
10.0658,-22.4555,0.1617
10.1475,-22.4308,0.1092
10.2306,-22.4062,0.0571
10.4766,-22.3318,-0.1017
10.5598,-22.307,-0.1542
10.808,-22.2327,-0.3119
10.8897,-22.2081,-0.3643
10.9727,-22.1833,-0.4169
11.0549,-22.1586,-0.4695
11.221,-22.1089,-0.575
10.1738,-22.4829,0.0925
10.2564,-22.4584,0.0399
10.3395,-22.4335,-0.0141
10.422,-22.4089,-0.0672
10.5033,-22.3843,-0.1207
10.586,-22.3597,-0.1737
10.6679,-22.3352,-0.2265
10.7511,-22.3105,-0.2796
10.8337,-22.2863,-0.3312
10.9172,-22.2616,-0.3843
10.9999,-22.2368,-0.4378
11.082,-22.2125,-0.4899
11.1652,-22.1877,-0.5433
11.2476,-22.1631,-0.5963
10.117,-22.5557,0.1283
10.2002,-22.5312,0.0749
10.2825,-22.5071,0.0221
10.3656,-22.4826,-0.0316
10.4475,-22.4581,-0.0857
10.5307,-22.4336,-0.1395
10.6132,-22.4092,-0.1931
10.695,-22.3852,-0.2455
10.7779,-22.3608,-0.2988
10.8601,-22.3367,-0.3514
10.9437,-22.3125,-0.4039
11.0263,-22.2882,-0.457
11.1081,-22.2642,-0.5096
11.1911,-22.2397,-0.5633
11.2735,-22.2157,-0.6154
10.1407,-22.6076,0.1113
10.2239,-22.5835,0.0584
10.3061,-22.5596,0.0059
10.3888,-22.5352,-0.0482
10.4706,-22.511,-0.102
10.5535,-22.4866,-0.1562
10.6358,-22.4624,-0.2098
10.7193,-22.4381,-0.2632
10.8019,-22.4138,-0.317
10.8839,-22.3898,-0.3698
10.9672,-22.3656,-0.4231
11.0498,-22.3417,-0.4755
11.1314,-22.3178,-0.5285
11.2144,-22.2937,-0.5813
11.2967,-22.27,-0.6333
10.1679,-22.6597,0.0941
10.2505,-22.6355,0.0403
10.3323,-22.6115,-0.0127
10.4146,-22.5871,-0.0674
10.4963,-22.563,-0.1212
10.5788,-22.5384,-0.1762
10.6611,-22.5145,-0.229
10.8252,-22.4667,-0.3348
10.9068,-22.4427,-0.3883
10.9899,-22.4184,-0.4419
11.0723,-22.3946,-0.4944
11.156,-22.3705,-0.5476
11.2387,-22.3462,-0.6015
11.323,-22.322,-0.6544
10.2116,-22.7048,0.0631
10.2943,-22.6807,0.0092
10.376,-22.6569,-0.0441
10.4584,-22.6326,-0.0991
10.5401,-22.6086,-0.1532
10.6209,-22.5847,-0.2072
10.7032,-22.5608,-0.2607
10.7868,-22.5368,-0.314
10.8693,-22.5126,-0.3685
10.9513,-22.4889,-0.4216
11.0348,-22.4651,-0.4743
11.1172,-22.4411,-0.528
11.201,-22.417,-0.5816
11.3667,-22.3698,-0.6862
10.2566,-22.7487,0.0313
10.3395,-22.7248,-0.0225
10.4212,-22.701,-0.0765
10.5016,-22.6771,-0.1311
10.5833,-22.6531,-0.1859
10.6643,-22.6294,-0.2398
10.7466,-22.6054,-0.2942
10.8285,-22.582,-0.3465
10.9115,-22.5582,-0.4
10.9937,-22.5345,-0.4532
11.0771,-22.5106,-0.507
11.1598,-22.4868,-0.5605
11.2418,-22.4633,-0.6133
11.3253,-22.4398,-0.6654
11.408,-22.4165,-0.7173
10.2962,-22.7902,0.0029
10.3789,-22.7664,-0.0513
10.4606,-22.7426,-0.1057
10.5414,-22.719,-0.1598
10.623,-22.695,-0.215
10.704,-22.6712,-0.2696
10.7864,-22.6473,-0.3242
10.8685,-22.624,-0.3767
10.9518,-22.6004,-0.4297
11.034,-22.5767,-0.4837
11.1175,-22.5527,-0.5381
11.2005,-22.5291,-0.5913
11.2827,-22.5056,-0.6446
11.3665,-22.4824,-0.6964
10.4235,-22.8021,-0.0823
10.5049,-22.7781,-0.138
10.5856,-22.7545,-0.1929
10.6675,-22.7306,-0.248
10.7488,-22.707,-0.3026
10.8315,-22.6833,-0.357
10.9137,-22.66,-0.41
10.997,-22.6363,-0.464
11.0798,-22.613,-0.5169
11.1617,-22.5897,-0.5702
11.2449,-22.5662,-0.6236
11.3275,-22.543,-0.6762
10.3947,-22.8715,-0.068
10.4756,-22.8482,-0.1222
10.5569,-22.8242,-0.1786
10.6378,-22.8006,-0.2338
10.7201,-22.7769,-0.2888
10.8018,-22.7536,-0.3429
10.8847,-22.7299,-0.3975
10.967,-22.7065,-0.4518
11.0509,-22.6831,-0.5051
11.134,-22.6599,-0.5581
11.2162,-22.6367,-0.6117
11.2998,-22.6133,-0.6653
11.3827,-22.5902,-0.7181
10.4349,-22.9151,-0.0989
10.5158,-22.8918,-0.1536
10.5973,-22.868,-0.21
10.6781,-22.8444,-0.2659
10.7604,-22.8207,-0.3216
10.8425,-22.7975,-0.3756
10.9258,-22.7741,-0.43
11.0084,-22.7508,-0.484
11.0925,-22.7276,-0.5374
11.1757,-22.7043,-0.5914
11.2584,-22.6814,-0.6443
11.34,-22.6583,-0.698
11.4234,-22.6355,-0.75
10.4678,-22.9604,-0.1257
10.5489,-22.9372,-0.1802
10.6286,-22.9137,-0.236
10.7098,-22.8903,-0.2914
10.7906,-22.8671,-0.3458
10.8726,-22.8438,-0.4004
10.9539,-22.8207,-0.4544
11.0369,-22.7977,-0.5076
11.1191,-22.7748,-0.5606
11.2025,-22.7515,-0.6146
11.2852,-22.7286,-0.6676
11.3694,-22.7054,-0.721
11.4527,-22.6822,-0.7745
10.505,-23.007,-0.1563
10.586,-22.9836,-0.2115
10.6662,-22.9602,-0.2669
10.7474,-22.9366,-0.3231
10.8285,-22.9135,-0.3774
10.9109,-22.8903,-0.4316
10.9926,-22.8672,-0.4855
11.1582,-22.8209,-0.5931
11.2421,-22.7978,-0.6467
11.3252,-22.7747,-0.7001
11.4077,-22.752,-0.7524
10.5393,-23.0478,-0.1844
10.6201,-23.0241,-0.241
10.7004,-23.0007,-0.2967
10.7823,-22.9774,-0.3517
10.8636,-22.9543,-0.4061
10.9462,-22.931,-0.4608
11.0283,-22.9081,-0.5142
11.1117,-22.8848,-0.5684
11.1944,-22.8618,-0.622
11.2764,-22.8389,-0.6753
11.3599,-22.816,-0.7283
11.4426,-22.7932,-0.7812
10.574,-23.0871,-0.2127
10.655,-23.0634,-0.2695
10.7353,-23.04,-0.3257
10.8173,-23.0166,-0.3814
10.8988,-22.9934,-0.436
10.9817,-22.9702,-0.4906
11.0643,-22.9475,-0.5434
11.1459,-22.9246,-0.5971
11.229,-22.9017,-0.6505
11.3112,-22.8787,-0.7044
11.395,-22.8559,-0.757
10.6082,-23.1304,-0.2437
10.6896,-23.1069,-0.2998
10.7706,-23.0838,-0.3547
10.8507,-23.0607,-0.4099
10.9326,-23.0378,-0.464
11.0157,-23.0145,-0.5188
11.0981,-22.9914,-0.5733
11.1802,-22.9688,-0.626
11.2633,-22.9456,-0.6806
11.3461,-22.9229,-0.7333
11.428,-22.9004,-0.786
10.6479,-23.1758,-0.2785
10.7296,-23.1524,-0.3345
10.8107,-23.1292,-0.39
10.8933,-23.1059,-0.4453
10.9754,-23.083,-0.4996
11.0569,-23.0602,-0.5534
11.1399,-23.0374,-0.6068
11.2221,-23.0146,-0.6608
11.3057,-22.9917,-0.7144
11.3885,-22.9686,-0.7687
10.6911,-23.2218,-0.3155
10.773,-23.1984,-0.3717
10.8544,-23.1753,-0.4272
10.9356,-23.1527,-0.4812
11.0179,-23.1296,-0.536
11.0999,-23.1072,-0.589
11.1829,-23.0841,-0.6438
11.2656,-23.0615,-0.697
11.3493,-23.0384,-0.7518
11.4327,-23.0156,-0.8054
10.7314,-23.2659,-0.3498
10.8117,-23.2429,-0.4054
10.8935,-23.22,-0.4604
10.9749,-23.1974,-0.5148
11.0573,-23.1743,-0.5701
11.1396,-23.1518,-0.6236
11.221,-23.1293,-0.6774
11.304,-23.1068,-0.7306
11.3862,-23.0843,-0.7839
10.8441,-23.285,-0.4355
10.9263,-23.2623,-0.49
11.0908,-23.2169,-0.5991
11.1733,-23.1944,-0.6527
11.255,-23.1719,-0.7066
11.3382,-23.1494,-0.7602
11.4207,-23.127,-0.8134
10.7896,-23.3517,-0.4036
11.0342,-23.2834,-0.5695
11.1999,-23.238,-0.6787
11.282,-23.2158,-0.7319
11.3653,-23.1931,-0.7863
11.4481,-23.1707,-0.8398
10.8201,-23.4408,-0.4395
10.9011,-23.4181,-0.4952
11.1471,-23.3507,-0.659
11.2299,-23.3282,-0.7134
11.3122,-23.306,-0.7671
11.3957,-23.2834,-0.8216
10.9981,-23.4436,-0.5681
11.0801,-23.4213,-0.6228
11.1616,-23.3991,-0.6769
10.9293,-23.5116,-0.5298
11.0119,-23.4891,-0.585
11.0941,-23.4669,-0.6396
11.2585,-23.4224,-0.7485
11.3408,-23.4004,-0.8023
11.1051,-23.5632,-0.6638
11.2694,-23.5195,-0.773
10.8495,-23.6811,-0.499
10.9304,-23.6591,-0.5547
11.0127,-23.637,-0.6104
11.1761,-23.5939,-0.7185
11.3405,-23.5501,-0.8286
11.424,-23.5283,-0.8829
10.8369,-23.7382,-0.499
10.9177,-23.7165,-0.5543
10.9998,-23.6944,-0.6104
11.1645,-23.6509,-0.7202
11.247,-23.6292,-0.7749
11.3288,-23.6077,-0.8293
11.4119,-23.5858,-0.8843
11.4944,-23.5641,-0.9391
10.823,-23.8047,-0.4998
10.9038,-23.7832,-0.5547
10.9856,-23.7612,-0.6107
11.0671,-23.7397,-0.6654
11.1499,-23.718,-0.7204
11.2321,-23.6964,-0.7751
11.3136,-23.6748,-0.83
11.3966,-23.6533,-0.8843
11.4786,-23.6313,-0.9406
10.8953,-23.8446,-0.5588
10.9772,-23.823,-0.6143
11.3045,-23.7369,-0.8338
11.3872,-23.7152,-0.8891
11.4693,-23.6937,-0.9438
10.8121,-23.9304,-0.511
10.8925,-23.9089,-0.5665
10.9741,-23.8871,-0.6224
11.0552,-23.8656,-0.6778
11.1377,-23.844,-0.7332
11.2197,-23.8226,-0.7878
11.3009,-23.8012,-0.8428
11.3835,-23.7796,-0.8978
11.4653,-23.758,-0.9532
10.8158,-23.994,-0.5235
10.9776,-23.9507,-0.6355
11.0588,-23.9293,-0.6906
11.223,-23.8861,-0.8017
11.3042,-23.8649,-0.8562
11.3867,-23.8432,-0.9119
11.4685,-23.8217,-0.9674
10.8261,-24.055,-0.5419
10.9064,-24.0335,-0.5977
11.0692,-23.9904,-0.7093
11.1517,-23.9687,-0.7652
11.2335,-23.9472,-0.8207
11.3148,-23.9259,-0.8756
11.3975,-23.9045,-0.9305
10.9167,-24.0884,-0.6147
11.0794,-24.0452,-0.7272
11.2439,-24.0021,-0.8387
11.3253,-23.9809,-0.8937
11.4079,-23.9593,-0.9495
11.4899,-23.9377,-1.0054
10.8494,-24.1617,-0.578
11.0928,-24.0971,-0.7466
10.8629,-24.2129,-0.5987
11.0235,-24.1703,-0.7106
11.1859,-24.128,-0.821
11.2679,-24.1065,-0.8773
11.4302,-24.0641,-0.9883
11.0431,-24.2209,-0.7341
11.2052,-24.1782,-0.8469
11.3693,-24.1357,-0.9587
11.4504,-24.1147,-1.014
10.8993,-24.3149,-0.6462
11.2249,-24.2297,-0.8722
11.3872,-24.1876,-0.9836
11.0021,-24.3477,-0.7315
11.1642,-24.3052,-0.8446
11.2454,-24.2841,-0.9008
11.4082,-24.2419,-1.0127
11.0249,-24.399,-0.7607
11.1875,-24.3567,-0.8736
10.9776,-24.4688,-0.7421
11.14,-24.4266,-0.8553
11.3041,-24.3842,-0.9685
11.3853,-24.3633,-1.0246
11.0209,-24.5281,-0.7914
11.1029,-24.5072,-0.8476
11.1842,-24.4862,-0.9039
11.347,-24.4443,-1.0169
11.1473,-24.5663,-0.8979
11.3103,-24.525,-1.0099
11.4748,-24.4831,-1.123
11.1105,-24.6502,-0.8921
11.2731,-24.609,-1.0046
11.3547,-24.5884,-1.0605
11.4357,-24.568,-1.1159
11.1475,-24.7175,-0.9404
