X,Y,Z
-1.2132,-21.1398,-0.9726
-1.2121,-21.0416,-0.9972
-1.2106,-20.9448,-1.0234
-1.2089,-20.8469,-1.0512
-1.1932,-20.2717,-1.2446
-1.1897,-20.1764,-1.2812
-1.1858,-20.0818,-1.3199
-1.1817,-19.9881,-1.3598
-1.1773,-19.8952,-1.4008
-1.3597,-21.3868,-0.931
-1.359,-21.2873,-0.9534
-1.3583,-21.1894,-0.976
-1.3571,-21.0908,-1.001
-1.3526,-20.7988,-1.0815
-1.3505,-20.7009,-1.1113
-1.3484,-20.6041,-1.1417
-1.3458,-20.5085,-1.1742
-1.343,-20.4139,-1.2075
-1.3366,-20.2226,-1.2799
-1.3291,-20.035,-1.3572
-1.325,-19.9425,-1.3976
-1.3207,-19.851,-1.4392
-1.477,-21.4073,-0.9386
-1.4763,-21.3086,-0.9603
-1.4729,-21.0132,-1.0331
-1.4713,-20.9162,-1.0596
-1.4695,-20.8182,-1.0878
-1.4676,-20.7215,-1.1159
-1.4653,-20.6261,-1.1463
-1.4628,-20.5293,-1.1787
-1.4599,-20.4337,-1.2126
-1.4569,-20.3392,-1.2469
-1.4537,-20.2457,-1.2826
-1.4499,-20.1505,-1.3216
-1.4461,-20.0563,-1.361
-1.442,-19.9631,-1.4012
-1.4376,-19.8706,-1.4437
-1.433,-19.7792,-1.487
-1.6442,-21.4905,-0.9381
-1.6437,-21.3926,-0.9595
-1.6432,-21.2941,-0.9811
-1.6424,-21.1949,-1.0041
-1.6414,-21.0974,-1.0287
-1.6403,-20.9991,-1.0544
-1.6389,-20.9023,-1.081
-1.6374,-20.8045,-1.1089
-1.6356,-20.708,-1.1382
-1.6313,-20.5139,-1.2014
-1.6288,-20.4187,-1.2353
-1.6229,-20.2288,-1.3082
-1.6196,-20.1341,-1.3467
-1.6159,-20.0403,-1.3873
-1.6121,-19.9476,-1.4287
-1.6081,-19.8559,-1.4717
-1.8643,-21.5803,-0.9428
-1.8645,-21.4803,-0.9626
-1.8645,-21.3823,-0.9832
-1.8642,-21.2837,-1.0055
-1.8638,-21.1845,-1.0295
-1.8632,-21.087,-1.0542
-1.8617,-20.8918,-1.106
-1.8606,-20.794,-1.1348
-1.8593,-20.6977,-1.1644
-1.8577,-20.6001,-1.1961
-1.856,-20.5038,-1.2289
-1.854,-20.4087,-1.2636
-1.8518,-20.3149,-1.299
-1.8493,-20.2195,-1.3369
-1.8466,-20.1251,-1.377
-1.8435,-20.0318,-1.4185
-1.8404,-19.9395,-1.461
-2.07,-21.6644,-0.9458
-2.0698,-21.5651,-0.9654
-2.0697,-21.4652,-0.9854
-2.0693,-21.3674,-1.0063
-2.0689,-21.269,-1.0284
-2.0682,-21.17,-1.0523
-2.0665,-20.9746,-1.1033
-2.0654,-20.8782,-1.1304
-2.0641,-20.7807,-1.1592
-2.061,-20.5877,-1.2206
-2.0593,-20.492,-1.2534
-2.0572,-20.3975,-1.2882
-2.0548,-20.3016,-1.3259
-2.0523,-20.2068,-1.3644
-2.0494,-20.113,-1.4062
-2.0465,-20.0206,-1.4478
-2.2206,-21.6176,-0.9696
-2.218,-21.3198,-1.0309
-2.2168,-21.2221,-1.0543
-2.209,-20.7316,-1.1888
-2.207,-20.6364,-1.2195
-2.2048,-20.5399,-1.2525
-2.2025,-20.4449,-1.2865
-2.3416,-21.7038,-0.9651
-2.3406,-21.6039,-0.9838
-2.3396,-21.5037,-1.0035
-2.3384,-21.4056,-1.0238
-2.3371,-21.3071,-1.0458
-2.3356,-21.208,-1.0694
-2.3341,-21.1109,-1.0939
-2.3104,-20.1508,-1.4227
-2.3071,-20.057,-1.4657
-2.3036,-19.9643,-1.5103
-2.4412,-21.5751,-0.9991
-2.4398,-21.4762,-1.0189
-2.419,-20.4992,-1.2901
-2.4161,-20.4046,-1.3268
-2.4067,-20.1237,-1.4461
-2.5201,-21.6546,-0.9922
-2.5181,-21.5549,-1.011
-2.516,-21.4549,-1.0308
-2.5138,-21.3547,-1.053
-2.4986,-20.7666,-1.2072
-2.4671,-19.9202,-1.5544
-2.5799,-21.6183,-1.0049
-2.5775,-21.5177,-1.0243
-2.575,-21.4194,-1.0448
-2.5724,-21.3208,-1.0663
-2.5333,-20.1646,-1.4445
-2.6201,-21.5642,-1.0195
-2.6143,-21.3663,-1.0599
-2.6081,-21.167,-1.1066
-2.6049,-21.0692,-1.1316
-2.5948,-20.7771,-1.2148
-2.5837,-20.4908,-1.3133
-2.6592,-21.4969,-1.0366
-2.6528,-21.2976,-1.0787
-2.5881,-19.7862,-1.6444
-2.5833,-19.6971,-1.6933
-2.7146,-21.431,-1.0557
-2.7108,-21.331,-1.0779
-2.6913,-20.8428,-1.2061
-2.7735,-21.2859,-1.0938
-2.7387,-20.5091,-1.3238
-2.7339,-20.4163,-1.3607
-2.6872,-19.5985,-1.7656
-2.6816,-19.5098,-1.8172
-2.8231,-21.3561,-1.0816
-2.7517,-19.9264,-1.5919
-2.7463,-19.8374,-1.6388
-2.7408,-19.7469,-1.6876
-2.7352,-19.658,-1.7374
-2.724,-19.485,-1.8397
-2.8581,-20.5397,-1.3269
-2.8531,-20.445,-1.3637
-2.8481,-20.352,-1.4023
-2.8377,-20.1653,-1.4854
-2.8324,-20.0744,-1.5287
-2.827,-19.982,-1.5746
-2.9463,-20.806,-1.2448
-2.9418,-20.7087,-1.2773
-2.9328,-20.517,-1.345
-2.928,-20.4224,-1.3829
-2.9233,-20.3296,-1.4219
-2.9033,-19.9628,-1.5953
-2.898,-19.872,-1.6429
-2.8927,-19.7827,-1.6916
-2.8875,-19.6952,-1.7401
-2.8766,-19.5184,-1.8434
-3.0489,-21.1877,-1.1468
-3.045,-21.0906,-1.1727
-3.0409,-20.9929,-1.1991
-3.0367,-20.8947,-1.2283
-3.0191,-20.5103,-1.3596
-3.0144,-20.4159,-1.3978
-3.0096,-20.3233,-1.4376
-3.0047,-20.2294,-1.4799
-2.9997,-20.1371,-1.5229
-2.9948,-20.0464,-1.5667
-2.9897,-19.9572,-1.6128
-2.9845,-19.8666,-1.6595
-3.1526,-21.3079,-1.1295
-3.1342,-20.8203,-1.2651
-3.1303,-20.7235,-1.2968
-3.1263,-20.6286,-1.3297
-3.1221,-20.5328,-1.365
-3.0902,-19.8881,-1.6651
-3.0853,-19.7993,-1.7134
-3.0804,-19.7121,-1.7631
-3.2669,-21.341,-1.1356
-3.2641,-21.2418,-1.1593
-3.2612,-21.1449,-1.1843
-3.2419,-20.5668,-1.3696
-3.2383,-20.4729,-1.408
-3.2106,-19.8323,-1.7167
-3.2063,-19.7453,-1.7663
-3.202,-19.6569,-1.8165
-3.1933,-19.4848,-1.9206
-3.4201,-21.3463,-1.1537
-3.4176,-21.247,-1.1784
-3.404,-20.7615,-1.3228
-3.401,-20.6667,-1.3562
-3.3979,-20.5709,-1.3926
-3.3946,-20.4768,-1.431
-3.3913,-20.3845,-1.4707
-3.3879,-20.2909,-1.5135
-3.3697,-19.8378,-1.7428
-3.3659,-19.7507,-1.7921
-3.362,-19.662,-1.844
-3.3581,-19.5751,-1.8954
-3.3541,-19.4896,-1.9487
-3.5843,-21.2324,-1.2036
-3.5816,-21.1352,-1.2295
-3.5701,-20.7461,-1.3522
-3.5671,-20.651,-1.3861
-3.5606,-20.4635,-1.4627
-3.5573,-20.3709,-1.5033
-3.5319,-19.7415,-1.8274
-3.528,-19.6526,-1.8793
-3.524,-19.5652,-1.9333
-3.52,-19.4794,-1.9874
-3.7554,-21.2151,-1.2318
-3.7388,-20.6382,-1.4191
-3.7358,-20.5448,-1.4556
-3.7326,-20.4502,-1.4958
-3.7293,-20.3574,-1.5391
-3.6976,-19.552,-1.9739
-3.6938,-19.4659,-2.0292
-3.9296,-21.2899,-1.2359
-3.9272,-21.1929,-1.262
-3.9109,-20.6141,-1.4563
-3.9079,-20.5202,-1.4954
-3.9017,-20.3347,-1.5799
-3.8986,-20.243,-1.6234
-3.8954,-20.153,-1.6676
-3.8921,-20.0615,-1.7146
-3.8888,-19.9716,-1.7631
-3.8854,-19.8833,-1.8123
-3.8678,-19.4438,-2.078
-4.0894,-21.2819,-1.2611
-4.0868,-21.1846,-1.288
-4.0841,-21.0867,-1.3163
-4.0814,-20.9911,-1.3467
-4.0787,-20.8947,-1.3783
-4.0758,-20.8005,-1.4122
-4.0669,-20.518,-1.5247
-4.0638,-20.4255,-1.5657
-4.0607,-20.3347,-1.608
-4.0574,-20.2427,-1.6531
-4.0542,-20.1523,-1.6979
-4.0474,-19.9703,-1.7941
-4.044,-19.8817,-1.8432
-4.0406,-19.7948,-1.8938
-4.0336,-19.6194,-1.999
-4.0302,-19.5344,-2.0516
-4.0265,-19.4476,-2.1076
-4.2543,-21.2799,-1.2876
-4.2522,-21.182,-1.3149
-4.2499,-21.0837,-1.3445
-4.2476,-20.9875,-1.3747
-4.2453,-20.8907,-1.4081
-4.2428,-20.796,-1.4435
-4.2403,-20.7003,-1.4806
-4.2244,-20.1493,-1.7342
-4.2216,-20.06,-1.781
-4.2187,-19.9692,-1.8301
-4.2158,-19.88,-1.8803
-4.2128,-19.7925,-1.9309
-4.2098,-19.7034,-1.9837
-4.2068,-19.616,-2.0366
-4.2038,-19.5302,-2.091
-4.2008,-19.4463,-2.1455
-4.1977,-19.3607,-2.2023
-4.4342,-21.0869,-1.3747
-4.4321,-20.9903,-1.4071
-4.43,-20.8958,-1.4401
-4.4279,-20.8005,-1.4758
-4.4257,-20.7071,-1.5129
-4.4234,-20.6127,-1.5512
-4.404,-19.8852,-1.9156
-4.4014,-19.7972,-1.9668
-4.3962,-19.6232,-2.0712
-4.3908,-19.4527,-2.1811
-4.388,-19.3667,-2.2386
-4.6225,-21.2799,-1.3472
-4.6207,-21.184,-1.3765
-4.6188,-21.0876,-1.4073
-4.6169,-20.9906,-1.4403
-4.615,-20.8954,-1.4725
-4.6129,-20.8027,-1.51
-4.6109,-20.7088,-1.5464
-4.6088,-20.6141,-1.5863
-4.6067,-20.5211,-1.627
-4.6024,-20.3377,-1.7114
-4.6002,-20.2471,-1.7563
-4.598,-20.1583,-1.8023
-4.5957,-20.068,-1.8506
-4.5887,-19.8013,-2.0018
-4.5839,-19.6264,-2.1093
-4.5814,-19.5401,-2.1638
-4.579,-19.4555,-2.2191
-4.5766,-19.3727,-2.2754
-4.794,-21.268,-1.3809
-4.7907,-21.0753,-1.4425
-4.789,-20.978,-1.4759
-4.7872,-20.8828,-1.5108
-4.7837,-20.6956,-1.5856
-4.7818,-20.6034,-1.6244
-4.78,-20.5102,-1.6646
-4.7781,-20.4188,-1.7079
-4.7741,-20.2353,-1.7982
-4.7722,-20.1462,-1.8438
-4.7701,-20.0557,-1.8933
-4.7681,-19.9669,-1.9424
-4.766,-19.8798,-1.9921
-4.7639,-19.7912,-2.0449
-4.7618,-19.7043,-2.0979
-4.7553,-19.4476,-2.2638
-4.7531,-19.3646,-2.3202
-4.9902,-21.2235,-1.4301
-4.9885,-21.1273,-1.4619
-4.9867,-21.0303,-1.4944
-4.985,-20.9356,-1.5288
-4.9832,-20.8401,-1.5645
-4.9814,-20.7466,-1.6023
-4.9795,-20.6521,-1.6411
-4.9777,-20.5596,-1.6821
-4.9758,-20.4659,-1.7254
-4.9739,-20.374,-1.7687
-4.972,-20.2839,-1.813
-4.9699,-20.1924,-1.8618
-4.968,-20.1028,-1.9076
-4.966,-20.0148,-1.9569
-4.964,-19.9254,-2.008
-4.962,-19.8377,-2.0599
-4.9579,-19.6642,-2.1667
-4.9558,-19.5784,-2.2224
-4.9537,-19.4944,-2.2784
-4.9516,-19.4089,-2.3361
-5.1879,-21.1617,-1.4867
-5.184,-20.9709,-1.5527
-5.1821,-20.8759,-1.5883
-5.1801,-20.7829,-1.6252
-5.1781,-20.6891,-1.6643
-5.176,-20.5942,-1.7051
-5.174,-20.5012,-1.7478
-5.1719,-20.41,-1.7901
-5.1698,-20.3176,-1.8362
-5.1678,-20.2269,-1.8832
-5.1657,-20.138,-1.9303
-5.1636,-20.0477,-1.9802
-5.1614,-19.9591,-2.0302
-5.1593,-19.8722,-2.0815
-5.1572,-19.7839,-2.1343
-5.155,-19.6972,-2.1885
-5.1529,-19.6122,-2.2444
-5.1507,-19.5257,-2.302
-5.1485,-19.4409,-2.3602
-5.1464,-19.3583,-2.4167
-5.1442,-19.274,-2.4751
-5.142,-19.1882,-2.5353
-5.3746,-21.1096,-1.5387
-5.3728,-21.0131,-1.5734
-5.371,-20.9185,-1.6075
-5.3691,-20.8233,-1.6445
-5.3673,-20.7301,-1.6837
-5.3654,-20.6359,-1.724
-5.3636,-20.5436,-1.7658
-5.3617,-20.4531,-1.8086
-5.3599,-20.3615,-1.8523
-5.358,-20.2717,-1.8986
-5.3561,-20.1805,-1.9471
-5.3542,-20.0911,-1.9957
-5.3523,-20.0033,-2.0457
-5.3503,-19.9142,-2.0976
-5.3484,-19.8268,-2.1499
-5.3465,-19.741,-2.2033
-5.3446,-19.6571,-2.2582
-5.3427,-19.5715,-2.3148
-5.3408,-19.488,-2.3705
-5.3388,-19.4028,-2.4289
-5.3369,-19.3197,-2.4853
-5.335,-19.2351,-2.544
-5.5622,-21.0742,-1.5876
-5.5606,-20.9803,-1.6223
-5.559,-20.8856,-1.6576
-5.5574,-20.7932,-1.6958
-5.5557,-20.6997,-1.7349
-5.5541,-20.6083,-1.7758
-5.5525,-20.5157,-1.8177
-5.5509,-20.4251,-1.8629
-5.5492,-20.3332,-1.9086
-5.5475,-20.243,-1.9554
-5.5459,-20.1546,-2.003
-5.5443,-20.0649,-2.0531
-5.541,-19.8906,-2.1543
-5.5393,-19.8028,-2.2081
-5.5377,-19.7167,-2.2629
-5.536,-19.6324,-2.3183
-5.5327,-19.4625,-2.4331
-5.5311,-19.3771,-2.49
-5.5295,-19.2939,-2.5462
-5.5278,-19.2093,-2.6022
-5.5262,-19.1233,-2.659
-5.7411,-21.0578,-1.6288
-5.7397,-20.964,-1.6639
-5.7383,-20.8694,-1.7011
-5.737,-20.7767,-1.7391
-5.7356,-20.6833,-1.7799
-5.7342,-20.5917,-1.8218
-5.7328,-20.499,-1.8658
-5.7274,-20.137,-2.0539
-5.726,-20.047,-2.1045
-5.7246,-19.9587,-2.1558
-5.7233,-19.872,-2.2086
-5.7219,-19.7839,-2.263
-5.7206,-19.6975,-2.3184
-5.7193,-19.6129,-2.3734
-5.7179,-19.5268,-2.4302
-5.7166,-19.4426,-2.4868
-5.7153,-19.357,-2.5437
-5.7139,-19.2703,-2.5986
-5.7126,-19.1855,-2.6542
-5.7113,-19.0998,-2.7065
-5.9131,-21.0613,-1.6631
-5.9088,-20.6871,-1.8161
-5.9078,-20.5955,-1.8581
-5.9067,-20.5029,-1.9029
-5.9057,-20.4121,-1.9489
-5.9046,-20.323,-1.9945
-5.9036,-20.2327,-2.0432
-5.9026,-20.1441,-2.0915
-5.9006,-19.969,-2.1918
-5.8996,-19.8825,-2.2447
-5.8986,-19.7945,-2.2986
-5.8976,-19.7083,-2.3526
-5.8966,-19.6238,-2.408
-5.8956,-19.538,-2.463
-5.8936,-19.3657,-2.5724
-5.8916,-19.1915,-2.68
-5.8906,-19.1059,-2.7333
-6.0868,-21.0758,-1.6963
-6.086,-20.9822,-1.7313
-6.0853,-20.8878,-1.769
-6.0845,-20.7956,-1.8087
-6.0838,-20.7024,-1.8499
-6.0831,-20.6111,-1.8926
-6.0824,-20.5187,-1.9371
-6.0817,-20.428,-1.9833
-6.081,-20.3392,-2.0302
-6.0803,-20.249,-2.0793
-6.0789,-20.0708,-2.1766
-6.0783,-19.9827,-2.2283
-6.0776,-19.8964,-2.2796
-6.077,-19.8087,-2.3324
-6.0763,-19.7228,-2.3846
-6.0751,-19.5501,-2.4903
-6.0744,-19.4634,-2.5427
-6.0738,-19.3753,-2.5968
-6.0731,-19.2893,-2.649
-6.0725,-19.2018,-2.703
-6.0719,-19.1163,-2.7569
-6.2551,-21.0024,-1.7634
-6.2539,-20.8135,-1.8413
-6.2527,-20.6295,-1.9257
-6.2522,-20.5373,-1.9704
-6.2516,-20.4469,-2.0152
-6.2511,-20.3552,-2.0621
-6.2506,-20.2653,-2.1109
-6.2501,-20.1741,-2.1603
-6.2496,-20.0845,-2.2106
-6.2486,-19.9075,-2.3107
-6.2482,-19.8201,-2.3617
-6.2477,-19.7313,-2.4133
-6.2472,-19.6443,-2.4644
-6.2468,-19.5559,-2.5174
-6.2463,-19.4697,-2.568
-6.2459,-19.3818,-2.6216
-6.2454,-19.2961,-2.6732
-6.245,-19.2087,-2.7279
-6.2446,-19.1234,-2.7821
-6.4087,-21.1117,-1.7578
-6.4082,-21.0159,-1.7953
-6.4077,-20.9222,-1.8336
-6.4073,-20.8275,-1.873
-6.4069,-20.7348,-1.9144
-6.4065,-20.6439,-1.9567
-6.4061,-20.5519,-2.0001
-6.4057,-20.4618,-2.0454
-6.4053,-20.3704,-2.0906
-6.405,-20.2808,-2.1372
-6.4046,-20.1899,-2.1848
-6.404,-20.0101,-2.2835
-6.4036,-19.9213,-2.3328
-6.4033,-19.8343,-2.3828
-6.403,-19.7459,-2.4332
-6.4024,-19.5681,-2.5377
-6.4021,-19.4786,-2.5904
-6.4019,-19.3912,-2.6427
-6.4016,-19.3022,-2.6967
-6.401,-19.1264,-2.8066
-6.5387,-21.1196,-1.7878
-6.5386,-21.0241,-1.8247
-6.5386,-20.9305,-1.8624
-6.5385,-20.836,-1.901
-6.5385,-20.7435,-1.9419
-6.5385,-20.65,-1.984
-6.5385,-20.5583,-2.0274
-6.5385,-20.4655,-2.072
-6.5385,-20.3743,-2.1178
-6.5385,-20.2849,-2.1634
-6.5386,-20.1943,-2.21
-6.5387,-20.015,-2.3073
-6.5388,-19.8366,-2.4058
-6.5389,-19.7484,-2.4571
-6.5392,-19.3947,-2.6637
-6.5393,-19.3059,-2.7177
-6.5394,-19.219,-2.7713
-6.671,-21.1268,-1.8173
-6.6713,-21.0315,-1.854
-6.6716,-20.938,-1.8907
-6.6719,-20.8437,-1.9289
-6.6722,-20.7513,-1.9687
-6.6725,-20.658,-2.0108
-6.6729,-20.5665,-2.0524
-6.6732,-20.4739,-2.0981
-6.6736,-20.3829,-2.1421
-6.6739,-20.2907,-2.1887
-6.6743,-20.2003,-2.2346
-6.6747,-20.1115,-2.2826
-6.6751,-20.0215,-2.3296
-6.6755,-19.9332,-2.378
-6.6759,-19.8435,-2.4274
-6.6763,-19.7555,-2.4781
-6.6771,-19.5788,-2.5783
-6.6776,-19.4898,-2.6313
-6.678,-19.4028,-2.6831
-6.813,-21.1424,-1.8432
-6.8135,-21.0471,-1.8798
-6.8141,-20.9537,-1.9156
-6.8146,-20.8595,-1.9537
-6.8158,-20.6741,-2.0347
-6.8164,-20.5827,-2.0757
-6.8171,-20.4902,-2.1204
-6.8177,-20.3994,-2.1639
-6.8183,-20.3074,-2.2098
-6.819,-20.2171,-2.2558
-6.8203,-20.0357,-2.35
-6.821,-19.9476,-2.3975
-6.8217,-19.8581,-2.4466
-6.8224,-19.7673,-2.4961
-6.8231,-19.6781,-2.5469
-6.8238,-19.5908,-2.5974
-6.8245,-19.502,-2.6502
-6.8252,-19.4152,-2.701
-6.8259,-19.3268,-2.7544
-6.8267,-19.2403,-2.8088
-6.9577,-21.1771,-1.8625
-6.9586,-21.0819,-1.8979
-6.9596,-20.9858,-1.9344
-6.9606,-20.8917,-1.9718
-6.9616,-20.7968,-2.011
-6.9626,-20.7038,-2.0526
-6.9636,-20.6125,-2.0936
-6.9646,-20.5201,-2.1356
-6.9657,-20.4295,-2.1793
-6.9667,-20.3378,-2.2237
-6.9678,-20.2477,-2.2682
-6.9689,-20.1564,-2.3146
-6.9699,-20.0669,-2.3621
-6.9732,-19.7962,-2.5079
-6.9777,-19.4421,-2.7113
-6.9788,-19.3539,-2.765
-6.98,-19.2678,-2.8181
-7.1114,-21.2204,-1.8793
-7.1127,-21.1251,-1.9139
-7.114,-21.029,-1.9495
-7.1153,-20.9351,-1.9871
-7.1166,-20.8402,-2.0254
-7.118,-20.7472,-2.0645
-7.1193,-20.6531,-2.1051
-7.1207,-20.561,-2.1479
-7.1221,-20.4677,-2.1918
-7.1235,-20.3761,-2.2353
-7.1249,-20.2863,-2.2796
-7.1263,-20.1952,-2.3255
-7.1277,-20.1059,-2.3712
-7.1292,-20.0152,-2.4192
-7.1306,-19.9265,-2.4654
-7.1321,-19.8361,-2.5159
-7.1335,-19.7477,-2.5647
-7.1394,-19.3924,-2.7714
-7.1409,-19.3065,-2.8245
-7.2631,-21.2654,-1.8938
-7.2646,-21.1701,-1.9283
-7.269,-20.8849,-2.0371
-7.2705,-20.792,-2.0759
-7.2751,-20.5128,-2.1996
-7.2767,-20.4214,-2.2419
-7.2799,-20.238,-2.3332
-7.2815,-20.1458,-2.3798
-7.2848,-19.9668,-2.474
-7.2864,-19.8769,-2.522
-7.288,-19.7888,-2.5702
-7.2897,-19.6992,-2.6208
-7.2913,-19.6114,-2.6715
-7.293,-19.5223,-2.7224
-7.2947,-19.4349,-2.7747
-7.417,-21.3004,-1.9125
-7.4185,-21.2047,-1.9458
-7.4201,-21.1084,-1.9809
-7.4217,-21.0141,-2.0163
-7.4234,-20.9189,-2.053
-7.4251,-20.8259,-2.0923
-7.4267,-20.7318,-2.1313
-7.4284,-20.6397,-2.1721
-7.4301,-20.5464,-2.214
-7.4336,-20.3624,-2.3005
-7.4354,-20.2715,-2.3459
-7.4372,-20.1794,-2.3915
-7.4408,-19.9974,-2.4871
-7.4426,-19.9075,-2.5344
-7.4444,-19.8193,-2.5839
-7.4462,-19.7298,-2.6336
-7.4481,-19.6422,-2.6833
-7.4499,-19.5532,-2.7341
-7.4518,-19.4659,-2.7862
-7.4536,-19.3806,-2.8387
-7.5654,-21.3288,-1.9313
-7.5673,-21.2328,-1.964
-7.5693,-21.1363,-1.999
-7.5713,-21.0416,-2.0334
-7.5733,-20.9463,-2.071
-7.5754,-20.853,-2.1083
-7.5774,-20.7588,-2.1489
-7.5795,-20.6664,-2.1889
-7.5816,-20.573,-2.23
-7.5837,-20.4814,-2.2724
-7.5858,-20.3886,-2.3156
-7.588,-20.2977,-2.3606
-7.5901,-20.2086,-2.4062
-7.5923,-20.1182,-2.4522
-7.5945,-20.0296,-2.4988
-7.5967,-19.9398,-2.5458
-7.5989,-19.8516,-2.5952
-7.6011,-19.7622,-2.6443
-7.6033,-19.6747,-2.6935
-7.6056,-19.5855,-2.7463
-7.6079,-19.4985,-2.7974
-7.706,-21.3562,-1.9493
-7.7082,-21.2599,-1.9817
-7.7104,-21.1631,-2.0165
-7.7126,-21.0683,-2.0506
-7.7172,-20.8794,-2.1262
-7.7195,-20.785,-2.1647
-7.7218,-20.6925,-2.2054
-7.7241,-20.5989,-2.2457
-7.7265,-20.5073,-2.2876
-7.7288,-20.4145,-2.3315
-7.7336,-20.2344,-2.4209
-7.736,-20.144,-2.466
-7.7385,-20.0523,-2.5137
-7.7409,-19.9623,-2.5623
-7.7458,-19.7848,-2.659
-7.7508,-19.6082,-2.761
-7.7533,-19.5212,-2.8112
-7.7558,-19.4359,-2.864
-7.8644,-21.3775,-1.9724
-7.8687,-21.1868,-2.0395
-7.8732,-20.9961,-2.1116
-7.8755,-20.9024,-2.1491
-7.8778,-20.8077,-2.1868
-7.8801,-20.7151,-2.226
-7.8824,-20.6214,-2.2663
-7.8921,-20.2534,-2.4422
-7.8946,-20.1629,-2.4884
-7.8971,-20.0712,-2.5354
-7.8996,-19.9812,-2.5837
-7.902,-19.8931,-2.6312
-7.9046,-19.8036,-2.6814
-7.9072,-19.7127,-2.7322
-7.9098,-19.6235,-2.7848
-7.9123,-19.5365,-2.8349
-7.9149,-19.4511,-2.8881
-8.0226,-21.3856,-2.0011
-8.0248,-21.2889,-2.0352
-8.0314,-21.003,-2.1402
-8.0336,-20.9091,-2.1776
-8.0382,-20.7213,-2.2556
-8.0406,-20.6275,-2.2974
-8.043,-20.5355,-2.339
-8.0454,-20.4424,-2.3819
-8.0478,-20.3511,-2.4263
-8.0503,-20.2617,-2.4715
-8.0527,-20.1712,-2.5153
-8.0552,-20.0824,-2.5629
-8.0577,-19.9924,-2.6102
-8.0602,-19.9043,-2.6581
-8.0653,-19.7272,-2.7575
-8.068,-19.6382,-2.8084
-8.1717,-21.3723,-2.0355
-8.1739,-21.2754,-2.0698
-8.176,-21.1804,-2.1028
-8.1804,-20.9915,-2.1747
-8.1872,-20.7091,-2.2915
-8.1896,-20.6149,-2.3334
-8.192,-20.5227,-2.3757
-8.1968,-20.3408,-2.4634
-8.1993,-20.2512,-2.5078
-8.2042,-20.0714,-2.5999
-8.2093,-19.8927,-2.6968
-8.2119,-19.803,-2.7458
-8.2145,-19.715,-2.797
-8.2172,-19.6257,-2.8494
-8.2225,-19.4527,-2.9548
-8.3116,-21.3429,-2.073
-8.3135,-21.2485,-2.1067
-8.3153,-21.1533,-2.1402
-8.3173,-21.0576,-2.1767
-8.3214,-20.8697,-2.2541
-8.3235,-20.7773,-2.2933
-8.3256,-20.6839,-2.3342
-8.3299,-20.4968,-2.4192
-8.3366,-20.2244,-2.5515
-8.3412,-20.0439,-2.645
-8.3435,-19.9533,-2.6935
-8.3484,-19.7742,-2.7944
-8.3508,-19.6859,-2.8458
-8.3532,-19.5996,-2.8966
-8.3557,-19.5117,-2.9506
-8.3583,-19.4257,-3.0046
-8.4429,-21.307,-2.111
-8.4445,-21.2122,-2.1437
-8.4462,-21.1172,-2.1809
-8.4497,-20.9303,-2.2549
-8.4516,-20.8357,-2.2957
-8.4534,-20.7429,-2.3352
-8.4553,-20.6493,-2.3772
-8.4592,-20.4646,-2.4631
-8.4632,-20.2845,-2.552
-8.4652,-20.1942,-2.5966
-8.4673,-20.1027,-2.6436
-8.4694,-20.0131,-2.6909
-8.4716,-19.922,-2.7406
-8.476,-19.7456,-2.8407
-8.4782,-19.657,-2.8922
-8.4805,-19.5702,-2.9452
-8.4828,-19.482,-2.9986
-8.4851,-19.3957,-3.0532
-8.5723,-21.2699,-2.1492
-8.5739,-21.1754,-2.1856
-8.5755,-21.08,-2.2222
-8.5772,-20.9868,-2.2605
-8.5789,-20.8926,-2.2991
-8.5806,-20.8006,-2.3391
-8.5824,-20.7075,-2.3795
-8.5842,-20.6165,-2.4212
-8.586,-20.5243,-2.4633
-8.5878,-20.4341,-2.507
-8.5897,-20.3428,-2.5515
-8.5917,-20.2503,-2.5984
-8.5937,-20.1596,-2.6451
-8.5957,-20.0677,-2.6922
-8.5978,-19.9775,-2.7415
-8.5998,-19.8894,-2.7889
-8.6019,-19.7997,-2.8404
-8.6085,-19.5358,-2.9963
-8.6107,-19.4472,-3.05
-8.613,-19.3605,-3.1047
-8.6152,-19.2759,-3.1596
-8.7045,-21.0562,-2.2602
-8.7059,-20.9626,-2.2975
-8.7075,-20.8684,-2.3381
-8.709,-20.7761,-2.3781
-8.7105,-20.6827,-2.419
-8.7121,-20.5914,-2.4608
-8.7138,-20.499,-2.5038
-8.7155,-20.4086,-2.5484
-8.7172,-20.317,-2.594
-8.7189,-20.2272,-2.6389
-8.7207,-20.1363,-2.6854
-8.7226,-20.0472,-2.7339
-8.7263,-19.8684,-2.832
-8.7302,-19.6907,-2.9329
-8.8279,-21.2395,-2.2151
-8.8327,-20.8609,-2.3682
-8.8353,-20.6751,-2.4508
-8.8367,-20.5837,-2.4931
-8.8382,-20.4912,-2.5376
-8.8396,-20.4005,-2.5805
-8.8411,-20.3088,-2.6264
-8.8426,-20.2189,-2.6718
-8.8442,-20.1278,-2.7201
-8.8458,-20.0386,-2.7673
-8.8474,-19.9481,-2.816
-8.8508,-19.7696,-2.9163
-8.951,-21.242,-2.2408
-8.952,-21.1471,-2.2787
-8.9552,-20.866,-2.3955
-8.9563,-20.7734,-2.4364
