1,Point,4.5638,6.7717,-13.2069
2,Point,18.161,4.2682,-4.824
3,Point,35.4827,5.6816,-22.1329
4,Point,35.8796,4.8916,-23.9131
5,Point,4.6489,7.2626,-16.7248
6,Point,14.9391,6.8027,-20.5104
7,Point,-1.5316,5.3084,-10.3596
8,Point,1.0831,5.5297,-10.6235
9,Point,3.6275,5.4843,-10.1497
10,Point,6.3075,5.7537,-10.5527
11,Point,8.9218,5.7022,-10.0523
12,Point,12.0149,5.9069,-10.2642
13,Point,13.1069,5.4366,-8.7411
14,Point,13.2412,4.8919,-7.1895
15,Point,13.3061,4.3378,-5.6467
16,Point,13.3054,3.8438,-4.273
17,Point,13.26,3.2535,-2.6303
18,Point,13.2704,2.8605,-1.5294
19,Point,13.2818,2.4201,-0.2893
20,Point,14.8355,2.4803,-0.2665
21,Point,14.7575,2.9293,-1.5384
22,Point,14.7844,3.3218,-2.6332
23,Point,14.7438,3.8141,-4.0133
24,Point,14.81,4.261,-5.2459
25,Point,14.8104,4.7781,-6.6795
26,Point,14.8256,5.357,-8.3024
27,Point,13.7989,5.7687,-9.6333
28,Point,14.7971,5.9256,-9.9826
29,Point,16.2833,5.9785,-9.9684
30,Point,16.3086,5.4243,-8.3107
31,Point,16.2227,4.8505,-6.698
32,Point,16.1473,4.2825,-5.1293
33,Point,16.0783,3.8216,-3.861
34,Point,16.0485,3.3793,-2.6277
35,Point,15.9902,2.9608,-1.4653
36,Point,15.9287,2.5091,-0.2034
37,Point,17.2379,2.5541,-0.1603
38,Point,17.2185,2.9927,-1.3909
39,Point,17.2515,3.4263,-2.5994
40,Point,17.2695,3.8537,-3.7934
41,Point,17.309,4.3369,-5.1274
42,Point,17.3314,4.6965,-6.1264
43,Point,17.3834,5.0394,-7.077
44,Point,17.4085,5.3859,-8.0625
45,Point,17.4548,5.7136,-9.0228
46,Point,17.506,5.9958,-9.8824
47,Point,19.0167,6.017,-9.7839
48,Point,19.0158,5.6103,-8.5247
49,Point,18.9802,5.147,-7.1756
50,Point,18.8738,4.6415,-5.7702
51,Point,18.8331,4.1319,-4.3553
52,Point,18.7315,3.5317,-2.6959
53,Point,18.6185,2.9998,-1.2255
54,Point,19.8941,3.429,-2.2582
55,Point,20.0729,3.9144,-3.591
56,Point,20.1401,4.3418,-4.7667
57,Point,20.2451,4.8128,-6.0709
58,Point,20.3062,5.2806,-7.3897
59,Point,20.3819,5.6478,-8.4739
60,Point,20.4771,5.9998,-9.5715
61,Point,21.8665,6.0174,-9.4841
62,Point,21.8352,5.6339,-8.2584
63,Point,21.7576,5.1894,-6.9379
64,Point,21.6933,4.7584,-5.7269
65,Point,21.6266,4.3201,-4.5108
66,Point,22.8239,4.624,-5.1958
67,Point,22.9601,5.0174,-6.2896
68,Point,23.0258,5.4189,-7.4587
69,Point,23.1194,5.808,-8.6617
70,Point,23.1837,6.1172,-9.6921
71,Point,24.4258,6.166,-9.7507
72,Point,24.3598,5.8158,-8.5549
73,Point,24.3499,5.3828,-7.1899
74,Point,25.4416,5.6875,-8.0164
75,Point,25.5472,6.0539,-9.2554
76,Point,26.8103,6.0834,-9.2547
77,Point,27.885,6.3391,-10.1915
78,Point,29.495,6.1385,-9.2647
79,Point,30.793,6.3571,-10.1185
80,Point,32.6997,6.1511,-9.1101
81,Point,34.0125,6.4309,-10.2927
82,Point,35.334,6.1874,-9.0683
83,Point,36.855,6.4481,-10.1778
84,Point,37.6243,6.2594,-9.1934
85,Point,37.3063,6.7502,-11.7752
86,Point,35.8338,6.7475,-11.8092
87,Point,34.4319,6.7465,-11.8613
88,Point,32.8839,6.7461,-11.8635
89,Point,31.2652,6.7455,-11.8627
90,Point,29.7146,6.7443,-11.84
91,Point,30.5704,6.8724,-12.8297
92,Point,31.9283,6.8673,-12.8969
93,Point,32.9636,6.8586,-12.8926
94,Point,34.4353,6.8469,-12.8474
95,Point,35.8783,6.8442,-12.8409
96,Point,37.3425,6.8428,-12.8728
97,Point,37.3884,6.8774,-13.8869
98,Point,35.9544,6.891,-13.9664
99,Point,34.5157,6.9027,-13.9418
100,Point,32.9678,6.9232,-13.9484
101,Point,31.6818,6.9447,-13.9636
102,Point,32.9743,6.9318,-15.0393
103,Point,34.4878,6.9031,-14.9822
104,Point,35.9639,6.8794,-15.0171
105,Point,37.4651,6.8512,-15.118
106,Point,37.4738,6.7797,-16.0824
107,Point,36.0021,6.8074,-16.1251
108,Point,34.3448,6.8429,-16.1434
109,Point,35.0144,6.6941,-17.3041
110,Point,36.1145,6.6702,-17.2568
111,Point,37.5507,6.6147,-17.3576
112,Point,37.5935,6.4302,-18.3725
113,Point,36.0488,6.4788,-18.3832
114,Point,36.7521,6.1976,-19.534
115,Point,38.2526,6.1382,-19.5539
116,Point,38.7408,5.8604,-20.5136
117,Point,37.3817,5.9099,-20.5281
118,Point,38.1224,5.5833,-21.5138
119,Point,39.2931,5.5483,-21.4687
120,Point,39.7409,5.2746,-22.2421
121,Point,38.6764,5.268,-22.3959
122,Point,40.1485,4.9873,-23.0114
123,Point,39.1173,5.004,-23.0923
124,Point,0.2494,6.2403,-12.0728
125,Point,2.2116,6.214,-11.7305
126,Point,2.231,6.645,-13.0945
127,Point,2.2537,7.0242,-14.4735
128,Point,4.1734,6.1895,-11.3863
129,Point,4.1934,6.6374,-12.7996
130,Point,4.2167,7.0344,-14.2279
131,Point,6.1555,6.6265,-12.498
132,Point,6.1794,7.0406,-13.9727
133,Point,8.1173,6.6116,-12.1855
134,Point,8.1417,7.0391,-13.7019
135,Point,10.0787,6.5905,-11.8608
136,Point,10.1036,7.0297,-13.4141
137,Point,10.134,7.3834,-14.9884
138,Point,12.0398,6.5635,-11.5265
139,Point,12.0652,7.0113,-13.112
140,Point,12.0963,7.3732,-14.7188
141,Point,14.0013,6.5305,-11.1859
142,Point,14.0271,6.9862,-12.7994
143,Point,14.0586,7.356,-14.4342
144,Point,15.9897,6.9588,-12.4875
145,Point,16.0219,7.3325,-14.1502
146,Point,16.0603,7.5513,-15.7316
147,Point,17.9545,6.9276,-12.1965
148,Point,17.9878,7.2991,-13.8922
149,Point,18.0279,7.5188,-15.5243
150,Point,18.0791,7.5493,-17.168
151,Point,18.1426,7.366,-18.8015
152,Point,19.9214,6.895,-11.9238
153,Point,19.9562,7.2595,-13.6568
154,Point,19.9983,7.4737,-15.3423
155,Point,20.0519,7.4955,-17.0387
156,Point,20.1175,7.3039,-18.7244
157,Point,20.1932,6.9215,-20.3775
158,Point,21.89,6.8608,-11.6659
159,Point,21.9267,7.2178,-13.4387
160,Point,21.9713,7.4198,-15.1794
161,Point,22.0273,7.4289,-16.9295
162,Point,22.0952,7.2266,-18.668
163,Point,22.1732,6.8356,-20.3744
164,Point,22.2654,6.2545,-22.183
165,Point,23.8602,6.8257,-11.4194
166,Point,23.8989,7.1719,-13.2337
167,Point,23.9459,7.3606,-15.0295
168,Point,24.0046,7.354,-16.8332
169,Point,24.0751,7.1399,-18.6244
